megnevezes,irsz
Budapest - III. - kerület - Solymár - köz - az egész utca irányítószáma,1037
Budapest - III. - kerület - Solymárvölgyi - út - az egész utca irányítószáma,1037
Budapest - XVIII. - kerület - Solymász - utca - az egész utca irányítószáma,1188
Budapest - XVIII. - kerület - Sólyom - utca - 2 - 16,1181
Budapest - XVIII. - kerület - Sólyom - utca - az utca többi részének irányítószáma,1186
Budapest - XXII. - kerület - Sólyom - forduló - az egész utca irányítószáma,1221
Budapest - XII. - kerület - Sólyom - utca - az egész utca irányítószáma,1126
Budapest - XVIII. - kerület - Sólyom - utca - 1 - 23,1181
Budapest - XXI. - kerület - Sólyom - utca - az egész utca irányítószáma,1213
Budapest - XIX. - kerület - Sólyom - köz - az egész utca irányítószáma,1194
Budapest - II. - kerület - Sólyomvölgy - utca - az egész utca irányítószáma,1029
Budapest - II. - kerület - Som - utca - az egész utca irányítószáma,1029
Budapest - XVIII. - kerület - Somberek - sor - az egész utca irányítószáma,1188
Budapest - X. - kerület - Somfa - utca - az egész utca irányítószáma,1107
Budapest - X. - kerület - Somfa - köz - az egész utca irányítószáma,1107
Budapest - XVI. - kerület - Somkút - utca - az egész utca irányítószáma,1164
Budapest - IX. - kerület - SomlayArtúr - sétány - az egész utca irányítószáma,1095
Budapest - XI. - kerület - Somló - lépcsõ - az egész utca irányítószáma,1118
Budapest - XI. - kerület - Somló - köz - az egész utca irányítószáma,1118
Budapest - I. - kerület - Somlói - út - 49 - 0,1016
Budapest - XI. - kerület - Somlói - út - a páros oldal irányítószáma,1118
Budapest - XI. - kerület - Somlói - út - 1 - 47,1118
Budapest - XVIII. - kerület - Somlókert - utca - az egész utca irányítószáma,1182
Budapest - XIX. - kerület - SomlyóZoltán - utca - az egész utca irányítószáma,1193
Budapest - XXI. - kerület - Somlyói - utca - az egész utca irányítószáma,1213
Budapest - IV. - kerület - SomlyóiNagySándor - utca - az egész utca irányítószáma,1048
Budapest - XXIII. - kerület - Sommás - utca - az egész utca irányítószáma,1238
Budapest - XI. - kerület - Somogyi - út - az egész utca irányítószáma,1115
Budapest - VIII. - kerület - SomogyiBéla - utca - az egész utca irányítószáma,1085
Budapest - III. - kerület - SomogyiJózsef - köz - az egész utca irányítószáma,1038
Budapest - XII. - kerület - Somorjai - utca - az egész utca irányítószáma,1124
Budapest - XXI. - kerület - Somos - utca - az egész utca irányítószáma,1213
Budapest - XVI. - kerület - Somoskõ - utca - az egész utca irányítószáma,1163
Budapest - Margitsziget - kerület - SoóRezsõ - sétány - az egész utca irányítószáma,1007
Budapest - XI. - kerület - Sopron - út - az utca többi részének irányítószáma,1116
Budapest - XI. - kerület - Sopron - út - 1 - 51,1117
Budapest - XI. - kerület - Sopron - út - 2 - 54,1117
Budapest - X. - kerület - Sorház - utca - az egész utca irányítószáma,1103
Budapest - IX. - kerület - Soroksári - út - az egész utca irányítószáma,1095
Budapest - III. - kerület - Sorompó - utca - az egész utca irányítószáma,1033
Budapest - XIX. - kerület - Sós - utca - az egész utca irányítószáma,1191
Budapest - XI. - kerület - Sósfürdõ - utca - az egész utca irányítószáma,1115
Budapest - XI. - kerület - Sósfürdõ - tér - az egész utca irányítószáma,1115
Budapest - XVII. - kerület - Sóska - utca - az egész utca irányítószáma,1174
Budapest - XXIII. - kerület - Sósmocsár - út - az egész utca irányítószáma,1237
Budapest - XII. - kerület - SotaRusztaveli - tér - az egész utca irányítószáma,1125
Budapest - III. - kerület - Sóvári - utca - az egész utca irányítószáma,1031
Budapest - II. - kerület - Sóvirág - utca - az egész utca irányítószáma,1028
Budapest - XI. - kerület - Söjtör - utca - az egész utca irányítószáma,1112
Budapest - IV. - kerület - Sörétgyár - utca - az egész utca irányítószáma,1047
Budapest - X. - kerület - Sörgyár - utca - 1 - 39,1106
Budapest - X. - kerület - Sörgyár - utca - 2 - 38,1106
Budapest - X. - kerület - Sörgyár - utca - 41 - 103,1104
Budapest - X. - kerület - Sörgyár - utca - 42 - 84,1104
Budapest - V. - kerület - Sörház - utca - az egész utca irányítószáma,1056
Budapest - XXII. - kerület - Sörház - utca - az egész utca irányítószáma,1222
Budapest - X. - kerület - Sörös - utca - az egész utca irányítószáma,1104
Budapest - XXII. - kerület - Sörraktár - utca - az egész utca irányítószáma,1223
Budapest - XII. - kerület - Sötétvágás - utca - az egész utca irányítószáma,1121
Budapest - II. - kerület - Sövény - utca - az egész utca irányítószáma,1026
Budapest - XVII. - kerület - Sövényszeg - tér - az egész utca irányítószáma,1171
Budapest - XI. - kerület - Spanyolrét - út - az egész utca irányítószáma,1112
Budapest - III. - kerület - Sport - utca - az egész utca irányítószáma,1038
Budapest - VIII. - kerület - Sport - utca - az egész utca irányítószáma,1087
Budapest - XVII. - kerület - Sport - tér - az egész utca irányítószáma,1171
Budapest - XXII. - kerület - Sport - utca - az egész utca irányítószáma,1225
Budapest - XXIII. - kerület - Sportcsarnok - utca - az egész utca irányítószáma,1237
Budapest - XXIII. - kerület - Sportpálya - utca - az egész utca irányítószáma,1239
Budapest - IV. - kerület - Sporttelep - utca - az egész utca irányítószáma,1046
Budapest - III. - kerület - Sramli - utca - az egész utca irányítószáma,1039
Budapest - XXII. - kerület - Stáció - utca - az egész utca irányítószáma,1221
Budapest - VIII. - kerület - Stáhly - utca - az egész utca irányítószáma,1085
Budapest - III. - kerület - StefanWyszynski - utca - az egész utca irányítószáma,1037
Budapest - XIV. - kerület - Stefánia - út - 1 - 111,1143
Budapest - XIV. - kerület - Stefánia - út - 2 - 40,1143
Budapest - XIV. - kerület - Stefánia - út - az utca többi részének irányítószáma,1146
Budapest - XVIII. - kerület - Stefánia - utca - az egész utca irányítószáma,1188
Budapest - XXIII. - kerület - Stefánia - utca - az egész utca irányítószáma,1238
Budapest - V. - kerület - SteindlImre - utca - az egész utca irányítószáma,1054
Budapest - XI. - kerület - Stoczek - utca - az egész utca irányítószáma,1111
Budapest - V. - kerület - StollárBéla - utca - az egész utca irányítószáma,1055
Budapest - XVI. - kerület - Strand - sétány - az egész utca irányítószáma,1164
Budapest - VIII. - kerület - Strázsa - köz - az egész utca irányítószáma,1087
Budapest - VIII. - kerület - Strázsa - utca - az egész utca irányítószáma,1087
Budapest - XVII. - kerület - Strázsahegy - utca - az egész utca irányítószáma,1171
Budapest - XVII. - kerület - Strázsahegyi - dûlõ - az egész utca irányítószáma,1171
Budapest - VIII. - kerület - StróblAlajos - utca - az egész utca irányítószáma,1087
Budapest - XII. - kerület - StromfeldAurél - út - az egész utca irányítószáma,1124
Budapest - XIV. - kerület - Stubnyai - utca - az egész utca irányítószáma,1142
Budapest - XVI. - kerület - Suba - utca - az egész utca irányítószáma,1162
Budapest - XXII. - kerület - Sudár - utca - az egész utca irányítószáma,1223
Budapest - XI. - kerület - Suháng - utca - az egész utca irányítószáma,1112
Budapest - III. - kerület - Sujtás - utca - az egész utca irányítószáma,1031
Budapest - III. - kerület - Sulyok - utca - az egész utca irányítószáma,1031
Budapest - X. - kerület - Sulyom - utca - az egész utca irányítószáma,1106
Budapest - XVII. - kerület - SurányiFerenc - utca - az egész utca irányítószáma,1174
Budapest - XII. - kerület - Susogó - utca - az egész utca irányítószáma,1125
Budapest - XI. - kerület - Susulyka - utca - az egész utca irányítószáma,1112
Budapest - XXI. - kerület - Sügér - utca - az egész utca irányítószáma,1213
Budapest - XI. - kerület - Sükösd - utca - az egész utca irányítószáma,1119
Budapest - XIII. - kerület - Süllõ - utca - az egész utca irányítószáma,1133
Budapest - XVII. - kerület - Sülysápi - utca - az egész utca irányítószáma,1173
Budapest - XI. - kerület - Sümegvár - utca - az egész utca irányítószáma,1118
Budapest - XI. - kerület - Sümegvár - köz - az egész utca irányítószáma,1118
Budapest - XII. - kerület - Sün - utca - az egész utca irányítószáma,1121
Budapest - XXIII. - kerület - Sürgöny - utca - az egész utca irányítószáma,1238
Budapest - XII. - kerület - SüssNándor - sétány - az egész utca irányítószáma,1123
Budapest - V. - kerület - Sütõ - utca - az egész utca irányítószáma,1052
Budapest - X. - kerület - Sütöde - utca - az egész utca irányítószáma,1108
Budapest - XI. - kerület - Süveg - utca - az egész utca irányítószáma,1112
Budapest - XXII. - kerület - Süvöltõ - utca - az egész utca irányítószáma,1223
Budapest - XVII. - kerület - SvachulaySándor - utca - az egész utca irányítószáma,1174
Budapest - XII. - kerület - Svájci - út - az egész utca irányítószáma,1121
Budapest - XIV. - kerület - Szabács - utca - az egész utca irányítószáma,1141
Budapest - XX. - kerület - Szabad - köz - az egész utca irányítószáma,1201
Budapest - IX. - kerület - SzabadHongkong - út - az egész utca irányítószáma,1095
Budapest - XVII. - kerület - Szabadmájus - tér - az egész utca irányítószáma,1174
Budapest - XVI. - kerület - Szabadföld - út - az egész utca irányítószáma,1164
Budapest - XVII. - kerület - Szabadhatár - utca - az egész utca irányítószáma,1171
Budapest - III. - kerület - Szabadka - utca - az egész utca irányítószáma,1039
Budapest - XVIII. - kerület - Szabadka - utca - az egész utca irányítószáma,1182
Budapest - XIX. - kerület - Szabadka - utca - az egész utca irányítószáma,1194
Budapest - XX. - kerület - Szabadka - utca - az utca többi részének irányítószáma,1202
Budapest - XX. - kerület - Szabadka - utca - 1 - 13,1204
Budapest - XX. - kerület - Szabadka - utca - 2 - 24,1204
Budapest - IV. - kerület - Szabadkai - utca - az egész utca irányítószáma,1047
Budapest - IX. - kerület - Szabadkai - út - az egész utca irányítószáma,1095
Budapest - XVI. - kerület - Szabadkai - utca - az egész utca irányítószáma,1161
Budapest - XXI. - kerület - Szabadkai - utca - az egész utca irányítószáma,1212
Budapest - XXII. - kerület - Szabadkai - utca - az egész utca irányítószáma,1223
Budapest - XVII. - kerület - Szabadrét - utca - az egész utca irányítószáma,1173
Budapest - XVII. - kerület - Szabadság - sugárút - az egész utca irányítószáma,1171
Budapest - II. - kerület - Szabadság - utca - az egész utca irányítószáma,1028
Budapest - II. - kerület - Szabadság - tér - az egész utca irányítószáma,1029
Budapest - III. - kerület - Szabadság - utca - az egész utca irányítószáma,1039
Budapest - V. - kerület - Szabadság - tér - az egész utca irányítószáma,1054
Budapest - XVI. - kerület - Szabadság - utca - az egész utca irányítószáma,1165
Budapest - XVII. - kerület - Szabadság - utca - az egész utca irányítószáma,1174
Budapest - XX. - kerület - Szabadság - utca - az egész utca irányítószáma,1204
Budapest - XXI. - kerület - Szabadság - utca - az egész utca irányítószáma,1214
Budapest - XXI. - kerület - Szabadság - köz - az egész utca irányítószáma,1214
Budapest - XXII. - kerület - Szabadság - utca - az egész utca irányítószáma,1225
Budapest - XI. - kerület - Szabadharcosok - útja - az egész utca irányítószáma,1116
Budapest - V. - kerület - Szabadsajtó - út - az egész utca irányítószáma,1056
Budapest - XVI. - kerület - Szabadszó - utca - az egész utca irányítószáma,1163
Budapest - XXII. - kerület - Szabina - út - az egész utca irányítószáma,1221
Budapest - XIV. - kerület - Szablya - utca - az egész utca irányítószáma,1141
Budapest - XXI. - kerület - Szabó - köz - az egész utca irányítószáma,1215
Budapest - XVI. - kerület - Szabó - utca - az egész utca irányítószáma,1164
Budapest - XI. - kerület - SzabóDezsõ - sétány - az egész utca irányítószáma,1118
Budapest - VIII. - kerület - SzabóErvin - tér - az egész utca irányítószáma,1088
Budapest - XIX. - kerület - SzabóErvin - utca - az egész utca irányítószáma,1191
Budapest - I. - kerület - SzabóIlonka - utca - az egész utca irányítószáma,1015
Budapest - XIV. - kerület - SzabóJózsef - utca - az egész utca irányítószáma,1146
Budapest - XIV. - kerület - SzabóJózsef - köz - az egész utca irányítószáma,1146
Budapest - XIV. - kerület - SzabóLõrinc - utca - az egész utca irányítószáma,1145
Budapest - II. - kerület - SzabóMagda - sétány - az egész utca irányítószáma,1024
Budapest - XXIII. - kerület - SzabókyRezsõ - utca - az egész utca irányítószáma,1238
Budapest - XIII. - kerület - Szabolcs - utca - 1 - 31,1134
Budapest - XIII. - kerület - Szabolcs - utca - 2 - 34,1134
Budapest - XIII. - kerület - Szabolcs - utca - az utca többi részének irányítószáma,1135
Budapest - XIII. - kerület - Szabolcs - köz - az egész utca irányítószáma,1134
Budapest - IV. - kerület - SzabolcsiBence - tér - az egész utca irányítószáma,1048
Budapest - IV. - kerület - SzabolcskaMihály - utca - az egész utca irányítószáma,1044
Budapest - XI. - kerület - SzabolcskaMihály - utca - az egész utca irányítószáma,1114
Budapest - X. - kerület - Szacsvay - utca - az egész utca irányítószáma,1103
